roof_type,roof_shape,roof_deck_attachment,roof_deck_attachment_label,roof_wall_connection,size_bucket,min_roof_sqft,max_roof_sqft,occupation_code,occupation,roof_type_base_person_hours_per_sqft,shape_factor,deck_attachment_factor,wall_connection_factor,occupation_labor_share,scenario_total_base_person_hours_per_sqft,base_person_hours_per_sqft,startup_total_person_hours,startup_person_hours,source_id,evidence_type,confidence,calibration_status,notes
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,medium,1500,3000.0,11-9021,Construction Managers,0.03,1.0,1.12,1.0,0.05,0.0336,0.00168,16.0,0.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,medium,1500,3000.0,47-4011,Construction and Building Inspectors,0.03,1.0,1.12,1.0,0.02,0.0336,0.000672,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,medium,1500,3000.0,13-1051,Cost Estimators,0.03,1.0,1.12,1.0,0.03,0.0336,0.001008,16.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,medium,1500,3000.0,47-1011,First-Line Supervisors of Construction Trades,0.03,1.0,1.12,1.0,0.07,0.0336,0.002352,16.0,1.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,medium,1500,3000.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.03,1.0,1.12,1.0,0.04,0.0336,0.001344,16.0,0.64,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,medium,1500,3000.0,41-3021,Insurance Sales Agents,0.03,1.0,1.12,1.0,0.01,0.0336,0.000336,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,medium,1500,3000.0,11-3061,Purchasing Managers,0.03,1.0,1.12,1.0,0.02,0.0336,0.000672,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,medium,1500,3000.0,47-2181,Roofers,0.03,1.0,1.12,1.0,0.55,0.0336,0.01848,16.0,8.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,large,3001,,13-1031,"Claims Adjusters, Examiners, and Investigators",0.03,1.0,1.12,1.0,0.01,0.0336,0.000336,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,large,3001,,47-2061,Construction Laborers,0.03,1.0,1.12,1.0,0.2,0.0336,0.00672,12.0,2.4,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,large,3001,,11-9021,Construction Managers,0.03,1.0,1.12,1.0,0.05,0.0336,0.00168,12.0,0.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,large,3001,,47-4011,Construction and Building Inspectors,0.03,1.0,1.12,1.0,0.02,0.0336,0.000672,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,large,3001,,13-1051,Cost Estimators,0.03,1.0,1.12,1.0,0.03,0.0336,0.001008,12.0,0.36,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,large,3001,,47-1011,First-Line Supervisors of Construction Trades,0.03,1.0,1.12,1.0,0.07,0.0336,0.002352,12.0,0.84,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,large,3001,,49-0000,"Installation, Maintenance, and Repair Occupations",0.03,1.0,1.12,1.0,0.04,0.0336,0.001344,12.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,large,3001,,41-3021,Insurance Sales Agents,0.03,1.0,1.12,1.0,0.01,0.0336,0.000336,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,large,3001,,11-3061,Purchasing Managers,0.03,1.0,1.12,1.0,0.02,0.0336,0.000672,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,gable,8d_6in_6in,"8d @ 6""/6""",toe_nail,large,3001,,47-2181,Roofers,0.03,1.0,1.12,1.0,0.55,0.0336,0.01848,12.0,6.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,small,0,1499.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.03,1.15,1.0,1.08,0.01,0.03726,0.0003726,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,small,0,1499.0,47-2061,Construction Laborers,0.03,1.15,1.0,1.08,0.2,0.03726,0.007452,24.0,4.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,small,0,1499.0,11-9021,Construction Managers,0.03,1.15,1.0,1.08,0.05,0.03726,0.001863,24.0,1.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,small,0,1499.0,47-4011,Construction and Building Inspectors,0.03,1.15,1.0,1.08,0.02,0.03726,0.0007452,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,small,0,1499.0,13-1051,Cost Estimators,0.03,1.15,1.0,1.08,0.03,0.03726,0.0011178,24.0,0.72,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,small,0,1499.0,47-1011,First-Line Supervisors of Construction Trades,0.03,1.15,1.0,1.08,0.07,0.03726,0.0026082,24.0,1.68,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,small,0,1499.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.03,1.15,1.0,1.08,0.04,0.03726,0.0014904,24.0,0.96,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,small,0,1499.0,41-3021,Insurance Sales Agents,0.03,1.15,1.0,1.08,0.01,0.03726,0.0003726,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,small,0,1499.0,11-3061,Purchasing Managers,0.03,1.15,1.0,1.08,0.02,0.03726,0.0007452,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,small,0,1499.0,47-2181,Roofers,0.03,1.15,1.0,1.08,0.55,0.03726,0.020493,24.0,13.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,medium,1500,3000.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.03,1.15,1.0,1.08,0.01,0.03726,0.0003726,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,medium,1500,3000.0,47-2061,Construction Laborers,0.03,1.15,1.0,1.08,0.2,0.03726,0.007452,16.0,3.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,medium,1500,3000.0,11-9021,Construction Managers,0.03,1.15,1.0,1.08,0.05,0.03726,0.001863,16.0,0.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,medium,1500,3000.0,47-4011,Construction and Building Inspectors,0.03,1.15,1.0,1.08,0.02,0.03726,0.0007452,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,medium,1500,3000.0,13-1051,Cost Estimators,0.03,1.15,1.0,1.08,0.03,0.03726,0.0011178,16.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,medium,1500,3000.0,47-1011,First-Line Supervisors of Construction Trades,0.03,1.15,1.0,1.08,0.07,0.03726,0.0026082,16.0,1.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,medium,1500,3000.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.03,1.15,1.0,1.08,0.04,0.03726,0.0014904,16.0,0.64,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,medium,1500,3000.0,41-3021,Insurance Sales Agents,0.03,1.15,1.0,1.08,0.01,0.03726,0.0003726,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,medium,1500,3000.0,11-3061,Purchasing Managers,0.03,1.15,1.0,1.08,0.02,0.03726,0.0007452,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,medium,1500,3000.0,47-2181,Roofers,0.03,1.15,1.0,1.08,0.55,0.03726,0.020493,16.0,8.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,large,3001,,13-1031,"Claims Adjusters, Examiners, and Investigators",0.03,1.15,1.0,1.08,0.01,0.03726,0.0003726,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,large,3001,,47-2061,Construction Laborers,0.03,1.15,1.0,1.08,0.2,0.03726,0.007452,12.0,2.4,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,large,3001,,11-9021,Construction Managers,0.03,1.15,1.0,1.08,0.05,0.03726,0.001863,12.0,0.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,large,3001,,47-4011,Construction and Building Inspectors,0.03,1.15,1.0,1.08,0.02,0.03726,0.0007452,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,large,3001,,13-1051,Cost Estimators,0.03,1.15,1.0,1.08,0.03,0.03726,0.0011178,12.0,0.36,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,large,3001,,47-1011,First-Line Supervisors of Construction Trades,0.03,1.15,1.0,1.08,0.07,0.03726,0.0026082,12.0,0.84,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,large,3001,,49-0000,"Installation, Maintenance, and Repair Occupations",0.03,1.15,1.0,1.08,0.04,0.03726,0.0014904,12.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,large,3001,,41-3021,Insurance Sales Agents,0.03,1.15,1.0,1.08,0.01,0.03726,0.0003726,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,large,3001,,11-3061,Purchasing Managers,0.03,1.15,1.0,1.08,0.02,0.03726,0.0007452,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",strap,large,3001,,47-2181,Roofers,0.03,1.15,1.0,1.08,0.55,0.03726,0.020493,12.0,6.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.03,1.15,1.0,1.0,0.01,0.0345,0.000345,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,47-2061,Construction Laborers,0.03,1.15,1.0,1.0,0.2,0.0345,0.0069,24.0,4.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,11-9021,Construction Managers,0.03,1.15,1.0,1.0,0.05,0.0345,0.001725,24.0,1.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,47-4011,Construction and Building Inspectors,0.03,1.15,1.0,1.0,0.02,0.0345,0.00069,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,13-1051,Cost Estimators,0.03,1.15,1.0,1.0,0.03,0.0345,0.001035,24.0,0.72,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,47-1011,First-Line Supervisors of Construction Trades,0.03,1.15,1.0,1.0,0.07,0.0345,0.002415,24.0,1.68,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.03,1.15,1.0,1.0,0.04,0.0345,0.00138,24.0,0.96,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,41-3021,Insurance Sales Agents,0.03,1.15,1.0,1.0,0.01,0.0345,0.000345,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,11-3061,Purchasing Managers,0.03,1.15,1.0,1.0,0.02,0.0345,0.00069,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,small,0,1499.0,47-2181,Roofers,0.03,1.15,1.0,1.0,0.55,0.0345,0.018975,24.0,13.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.03,1.15,1.0,1.0,0.01,0.0345,0.000345,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,47-2061,Construction Laborers,0.03,1.15,1.0,1.0,0.2,0.0345,0.0069,16.0,3.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,11-9021,Construction Managers,0.03,1.15,1.0,1.0,0.05,0.0345,0.001725,16.0,0.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,47-4011,Construction and Building Inspectors,0.03,1.15,1.0,1.0,0.02,0.0345,0.00069,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,13-1051,Cost Estimators,0.03,1.15,1.0,1.0,0.03,0.0345,0.001035,16.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,47-1011,First-Line Supervisors of Construction Trades,0.03,1.15,1.0,1.0,0.07,0.0345,0.002415,16.0,1.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.03,1.15,1.0,1.0,0.04,0.0345,0.00138,16.0,0.64,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,41-3021,Insurance Sales Agents,0.03,1.15,1.0,1.0,0.01,0.0345,0.000345,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,11-3061,Purchasing Managers,0.03,1.15,1.0,1.0,0.02,0.0345,0.00069,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,medium,1500,3000.0,47-2181,Roofers,0.03,1.15,1.0,1.0,0.55,0.0345,0.018975,16.0,8.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,13-1031,"Claims Adjusters, Examiners, and Investigators",0.03,1.15,1.0,1.0,0.01,0.0345,0.000345,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,47-2061,Construction Laborers,0.03,1.15,1.0,1.0,0.2,0.0345,0.0069,12.0,2.4,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,11-9021,Construction Managers,0.03,1.15,1.0,1.0,0.05,0.0345,0.001725,12.0,0.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_architectural,hip,6d_6in_12in,"6d @ 6""/12""",toe_nail,large,3001,,47-4011,Construction and Building Inspectors,0.03,1.15,1.0,1.0,0.02,0.0345,0.00069,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
